197
6628	6794	1	0	0
6955	7127	1	0	1
11335	11478	1	0	2
11335	11478	1	0	23
11335	11478	1	0	44
11335	11478	1	0	65
11335	11478	1	0	86
11625	11656	1	0	3
11625	11656	1	0	24
11625	11656	1	0	45
11625	11656	1	0	66
11625	11656	1	0	87
14383	14409	1	0	105
14553	14618	1	0	4
14553	14618	1	0	25
14553	14618	1	0	46
14553	14618	1	0	67
14553	14618	1	0	88
14558	14618	1	0	106
14700	14831	1	0	5
14700	14831	1	0	26
14700	14831	1	0	47
14700	14831	1	0	68
14700	14831	1	0	89
14700	14831	1	0	107
17625	17690	1	0	6
17625	17690	1	0	27
17625	17690	1	0	48
17625	17690	1	0	69
17625	17690	1	0	90
17625	17690	1	0	108
17772	17903	1	0	7
17772	17903	1	0	28
17772	17903	1	0	49
17772	17903	1	0	70
17772	17903	1	0	91
17772	17903	1	0	109
20697	20762	1	0	8
20697	20762	1	0	29
20697	20762	1	0	50
20697	20762	1	0	71
20697	20762	1	0	92
20697	20762	1	0	110
20844	20975	1	0	9
20844	20975	1	0	30
20844	20975	1	0	51
20844	20975	1	0	72
20844	20975	1	0	93
20844	20975	1	0	111
23769	23834	1	0	10
23769	23834	1	0	31
23769	23834	1	0	52
23769	23834	1	0	73
23769	23834	1	0	94
23769	23834	1	0	112
23916	24047	1	0	11
23916	24047	1	0	32
23916	24047	1	0	53
23916	24047	1	0	74
23916	24047	1	0	95
23916	24047	1	0	113
26841	26906	1	0	12
26841	26906	1	0	33
26841	26906	1	0	54
26841	26906	1	0	75
26841	26906	1	0	96
26841	26906	1	0	114
26988	27119	1	0	13
26988	27119	1	0	34
26988	27119	1	0	55
26988	27119	1	0	76
26988	27119	1	0	97
26988	27119	1	0	115
29913	29978	1	0	14
29913	29978	1	0	35
29913	29978	1	0	56
29913	29978	1	0	77
29913	29978	1	0	98
29913	29978	1	0	116
30060	30191	1	0	15
30060	30191	1	0	36
30060	30191	1	0	57
30060	30191	1	0	78
30060	30191	1	0	99
30060	30191	1	0	117
32985	33050	1	0	16
32985	33050	1	0	37
32985	33050	1	0	58
32985	33050	1	0	79
32985	33050	1	0	100
32985	33050	1	0	118
33132	33263	1	0	17
33132	33263	1	0	38
33132	33263	1	0	59
33132	33263	1	0	80
33132	33263	1	0	101
33132	33263	1	0	119
35472	35504	1	0	18
35472	35504	1	0	39
35472	35504	1	0	60
35472	35504	1	0	81
35472	35504	1	0	102
35472	35504	1	0	120
35589	35710	1	0	19
35589	35710	1	0	40
35589	35710	1	0	61
35589	35710	1	0	82
35589	35710	1	0	103
35589	35710	1	0	121
36097	36155	1	0	122
36097	37743	1	0	104
37563	37743	1	0	123
41473	41494	1	0	124
42852	42873	1	0	125
42887	42908	1	0	126
42967	42988	1	0	127
49942	50169	1	0	128
50133	50169	1	0	129
55189	55360	1	0	20
55189	55360	1	0	41
55189	55360	1	0	62
55189	55360	1	0	83
55189	55360	1	0	130
79949	80292	1	0	84
80381	82961	1	0	85
83019	83420	1	0	42
83499	89481	1	0	43
86075	86441	1	0	21
86075	86441	1	0	63
86516	89481	1	0	64
89837	90052	2	0	135
89837	90052	2	0	139
90137	90241	2	0	134
90137	90241	2	0	138
90366	90905	2	0	137
90366	92896	2	0	133
92637	92896	2	0	136
93837	93892	2	0	132
95653	97653	1	0	22
95653	97653	1	0	131
138351	138479	1	0	140
139086	139106	1	0	147
139123	139144	1	0	148
139227	139248	1	0	149
139265	139287	1	0	150
139350	139373	1	0	151
139386	139407	1	0	152
139552	139573	1	0	153
139674	139697	1	0	154
139716	139733	1	0	155
139794	139817	1	0	156
139914	139935	1	0	157
139952	139974	1	0	158
140032	140053	1	0	159
140071	140092	1	0	160
145513	145533	1	0	161
145547	145568	1	0	162
145997	146018	1	0	163
146438	146459	1	0	164
146474	146495	1	0	165
146771	146792	1	0	166
146806	146828	1	0	167
146958	146979	1	0	168
146996	147018	1	0	169
147202	147224	1	0	170
147320	147341	1	0	171
147355	147377	1	0	172
147536	147559	1	0	173
147574	147594	1	0	174
147935	147956	1	0	175
148214	148236	1	0	176
148253	148273	1	0	177
148338	148358	1	0	178
148373	148394	1	0	179
148525	148546	1	0	180
148562	148584	1	0	181
148743	148764	1	0	182
148777	148798	1	0	183
149580	149711	1	0	141
149922	150076	1	0	142
150236	150347	1	0	143
152746	152767	1	0	184
152782	152805	1	0	185
155266	156736	1	0	144
155548	156736	1	0	186
156845	156927	1	0	145
156845	156927	1	0	187
158624	158750	1	0	188
158624	160530	1	0	146
159780	160530	1	0	189
166039	166457	1	0	190
166039	166457	1	0	191
166482	168506	2	0	194
168583	168669	2	0	193
168748	169055	2	0	192
169293	169447	1	0	195
169293	169447	1	0	196
