197
0	166	0
0	172	0
0	143	0
0	143	0
0	143	0
0	143	0
0	143	0
0	31	0
0	31	0
0	31	0
0	31	0
0	31	0
0	26	0
0	65	0
0	65	0
0	65	0
0	65	0
0	65	0
0	60	0
0	131	0
0	131	0
0	131	0
0	131	0
0	131	0
0	131	0
0	65	0
0	65	0
0	65	0
0	65	0
0	65	0
0	65	0
0	131	0
0	131	0
0	131	0
0	131	0
0	131	0
0	131	0
0	65	0
0	65	0
0	65	0
0	65	0
0	65	0
0	65	0
0	131	0
0	131	0
0	131	0
0	131	0
0	131	0
0	131	0
0	65	0
0	65	0
0	65	0
0	65	0
0	65	0
0	65	0
0	131	0
0	131	0
0	131	0
0	131	0
0	131	0
0	131	0
0	65	0
0	65	0
0	65	0
0	65	0
0	65	0
0	65	0
0	131	0
0	131	0
0	131	0
0	131	0
0	131	0
0	131	0
0	65	0
0	65	0
0	65	0
0	65	0
0	65	0
0	65	0
0	131	0
0	131	0
0	131	0
0	131	0
0	131	0
0	131	0
0	65	0
0	65	0
0	65	0
0	65	0
0	65	0
0	65	0
0	131	0
0	131	0
0	131	0
0	131	0
0	131	0
0	131	0
0	32	0
0	32	0
0	32	0
0	32	0
0	32	0
0	32	0
0	121	0
0	121	0
0	121	0
0	121	0
0	121	0
0	121	0
0	58	0
0	1646	0
0	180	0
0	21	0
0	21	0
0	21	0
0	21	0
0	227	0
0	36	0
0	171	0
0	171	0
0	171	0
0	171	0
0	171	0
0	343	0
0	2580	0
0	401	0
0	5982	0
0	366	0
0	366	0
0	2965	0
0	215	0
0	215	0
0	104	0
0	104	0
0	539	0
0	2530	0
0	259	0
0	55	0
0	2000	0
0	2000	0
0	128	0
0	20	0
0	21	0
0	21	0
0	22	0
0	23	0
0	21	0
0	21	0
0	23	0
0	17	0
0	23	0
0	21	0
0	22	0
0	21	0
0	21	0
0	20	0
0	21	0
0	21	0
0	21	0
0	21	0
0	21	0
0	22	0
0	21	0
0	22	0
0	22	0
0	21	0
0	22	0
0	23	0
0	20	0
0	21	0
0	22	0
0	20	0
0	20	0
0	21	0
0	21	0
0	22	0
0	21	0
0	21	0
0	131	0
0	154	0
0	111	0
0	21	0
0	23	0
0	1470	0
0	1188	0
0	82	0
0	82	0
0	126	0
0	1906	0
0	750	0
0	418	0
0	418	0
0	2024	0
0	86	0
0	307	0
0	154	0
0	154	0
